item_id,order_id,food_name,category,quantity,unit_price
327,125,Veg Burger,Fast Food,3,306.42
328,125,Fried Rice,Chinese,3,240.43
329,126,Fried Rice,Chinese,3,218.04
330,127,Brownie,Desserts,3,241.55
331,127,Fried Rice,Chinese,2,290.72
332,127,Fried Rice,Chinese,3,160.41
333,127,Noodles,Chinese,1,449.47
334,128,Ice Cream,Desserts,3,187.45
335,129,Veg Biryani,North Indian,2,123.55
336,129,Chicken Pizza,Italian,3,110.88
337,129,Brownie,Desserts,3,83.25
338,129,Paneer Pizza,Italian,2,113.69
339,130,Chicken Burger,Fast Food,2,393.79
340,130,Chicken Biryani,North Indian,3,361.39
341,130,Chicken Pizza,Italian,2,157.97
342,131,Chicken Pizza,Italian,1,405.43
343,131,Veg Burger,Fast Food,1,266.74
344,132,Masala Dosa,South Indian,2,265.6
345,132,Noodles,Chinese,2,380.98
346,132,Brownie,Desserts,2,158.64
347,132,Chicken Burger,Fast Food,2,139.78
348,133,Veg Burger,Fast Food,3,328.36
349,134,Chicken Biryani,North Indian,1,192.74
350,134,Fried Rice,Chinese,2,391.68
351,134,Chicken Pizza,Italian,3,425.9
352,134,Brownie,Desserts,2,333.23
353,135,Brownie,Desserts,1,108.92
354,135,Chicken Biryani,North Indian,2,242.41
355,135,Chicken Burger,Fast Food,3,96.72
356,136,Ice Cream,Desserts,1,449.37
357,136,Paneer Pizza,Italian,2,202.3
358,137,Veg Burger,Fast Food,3,420.65
359,137,Noodles,Chinese,3,362.43
360,137,Noodles,Chinese,2,305.64
361,137,Fried Rice,Chinese,1,445.8
362,138,Chicken Pizza,Italian,2,413.6
363,138,Chicken Pizza,Italian,1,176.85
364,138,Veg Biryani,North Indian,2,141.82
365,139,Paneer Pizza,Italian,2,341.66
366,140,Veg Burger,Fast Food,2,131.41
367,140,Veg Burger,Fast Food,3,411.29
368,140,Chicken Burger,Fast Food,3,96.47
369,140,Veg Biryani,North Indian,1,321.71
370,141,Chicken Biryani,North Indian,1,375.33
371,142,Brownie,Desserts,1,187.97
372,142,Chicken Biryani,North Indian,1,286.59
373,142,Veg Burger,Fast Food,3,109.3
374,143,Ice Cream,Desserts,2,257.3
375,143,Veg Biryani,North Indian,3,139.77
376,144,Chicken Pizza,Italian,2,174.22
377,144,Paneer Pizza,Italian,1,377.39
378,144,Veg Biryani,North Indian,2,130.19
379,144,Brownie,Desserts,2,335.05
380,145,Veg Biryani,North Indian,2,158.4
381,145,Brownie,Desserts,2,84.85
382,146,Paneer Pizza,Italian,2,89.68
383,146,Chicken Burger,Fast Food,2,184.77
384,146,Ice Cream,Desserts,2,131.15
385,147,Fried Rice,Chinese,3,339.67
386,147,Brownie,Desserts,2,275.33
387,148,Ice Cream,Desserts,1,247.32
388,148,Masala Dosa,South Indian,3,396.77
389,148,Veg Burger,Fast Food,3,116.22
390,149,Paneer Pizza,Italian,1,193.46
391,150,Masala Dosa,South Indian,1,426.23
392,150,Paneer Pizza,Italian,3,94.48
393,150,Idli,South Indian,1,139.72
394,150,Fried Rice,Chinese,2,297.16
395,151,Fried Rice,Chinese,2,329.41
396,152,Chicken Burger,Fast Food,3,197.72
397,152,Chicken Burger,Fast Food,1,253.6
398,152,Ice Cream,Desserts,1,167.22
399,153,Veg Burger,Fast Food,1,328.16
400,153,Chicken Biryani,North Indian,1,168.52
401,153,Fried Rice,Chinese,2,80.63
402,153,Masala Dosa,South Indian,1,194.1
403,154,Idli,South Indian,2,420.78
404,154,Noodles,Chinese,2,146.63
405,155,Chicken Pizza,Italian,2,111.97
406,155,Paneer Pizza,Italian,1,333.32
407,155,Chicken Biryani,North Indian,1,168.85
408,156,Veg Burger,Fast Food,1,422.23
409,157,Chicken Biryani,North Indian,2,292.89
410,157,Masala Dosa,South Indian,2,244.66
411,158,Chicken Burger,Fast Food,1,421.87
412,158,Chicken Pizza,Italian,1,421.5
413,158,Chicken Biryani,North Indian,1,300.09
414,159,Fried Rice,Chinese,2,445.16
415,159,Brownie,Desserts,2,138.42
416,160,Ice Cream,Desserts,2,153.07
417,160,Chicken Biryani,North Indian,2,406.83
418,160,Veg Burger,Fast Food,3,405.79
419,160,Fried Rice,Chinese,1,448.82
420,161,Brownie,Desserts,3,123.47
421,161,Chicken Burger,Fast Food,2,383.76
422,161,Ice Cream,Desserts,2,152.51
423,162,Masala Dosa,South Indian,2,112.54
424,162,Masala Dosa,South Indian,2,234.92
425,162,Brownie,Desserts,1,201.62
426,162,Brownie,Desserts,2,200.18
427,163,Noodles,Chinese,3,130.2
428,163,Paneer Pizza,Italian,2,334.17
429,164,Noodles,Chinese,3,198.77
430,164,Paneer Pizza,Italian,3,300.37
431,164,Fried Rice,Chinese,3,158.34
432,165,Fried Rice,Chinese,2,211.46
433,165,Idli,South Indian,2,196.66
434,165,Chicken Pizza,Italian,3,161.85
435,166,Chicken Burger,Fast Food,3,304.75
436,166,Veg Burger,Fast Food,3,223.4
437,167,Masala Dosa,South Indian,2,112.68
438,168,Brownie,Desserts,3,317.04
439,168,Chicken Biryani,North Indian,2,95.14
440,169,Veg Biryani,North Indian,2,266.12
441,169,Veg Burger,Fast Food,2,409.29
442,169,Veg Burger,Fast Food,1,227.96
443,170,Idli,South Indian,3,87.75
444,170,Chicken Pizza,Italian,3,179.66
445,171,Veg Biryani,North Indian,1,400.29
446,172,Paneer Pizza,Italian,2,430.96
447,172,Ice Cream,Desserts,2,154.37
448,172,Masala Dosa,South Indian,2,141.84
449,173,Brownie,Desserts,1,149.37
450,173,Masala Dosa,South Indian,2,333.16
451,174,Chicken Pizza,Italian,2,259.99
452,174,Noodles,Chinese,3,429.42
453,174,Idli,South Indian,3,433.81
454,175,Ice Cream,Desserts,2,224.25
455,175,Ice Cream,Desserts,1,222.97
456,175,Noodles,Chinese,2,342.42
457,175,Veg Burger,Fast Food,1,335.64
458,176,Chicken Pizza,Italian,1,260.63
459,176,Noodles,Chinese,3,376.9
460,177,Chicken Burger,Fast Food,2,80.43
461,177,Ice Cream,Desserts,2,326.53
462,178,Chicken Burger,Fast Food,3,289.67
463,178,Chicken Burger,Fast Food,2,396.99
464,178,Veg Biryani,North Indian,3,114.79
465,178,Noodles,Chinese,2,124.26
466,179,Chicken Biryani,North Indian,2,431.83
467,179,Masala Dosa,South Indian,3,95.4
468,179,Chicken Pizza,Italian,3,184.77
469,179,Chicken Biryani,North Indian,3,135.59
470,180,Masala Dosa,South Indian,3,405.85
471,181,Noodles,Chinese,2,289.53
472,181,Brownie,Desserts,2,106.5
473,182,Veg Burger,Fast Food,3,418.03
474,183,Chicken Burger,Fast Food,3,426.18
475,183,Fried Rice,Chinese,1,309.64
476,183,Chicken Pizza,Italian,1,350.74
477,183,Idli,South Indian,3,301.67
478,184,Veg Burger,Fast Food,2,290.33
479,184,Chicken Pizza,Italian,1,381.16
480,184,Chicken Pizza,Italian,2,352.29
481,185,Brownie,Desserts,3,435.29
482,185,Brownie,Desserts,1,108.99
483,185,Veg Burger,Fast Food,1,253.44
484,185,Veg Burger,Fast Food,3,131.42
485,186,Noodles,Chinese,3,381.62
486,186,Chicken Biryani,North Indian,3,292.11
487,187,Brownie,Desserts,1,336.87
488,187,Paneer Pizza,Italian,3,311.67
489,187,Veg Burger,Fast Food,2,136.41
490,188,Veg Burger,Fast Food,1,169.73
491,188,Brownie,Desserts,3,135.54
492,189,Fried Rice,Chinese,3,308.4
493,189,Chicken Biryani,North Indian,1,119.06
494,190,Chicken Pizza,Italian,3,362.88
495,191,Brownie,Desserts,2,420.16
496,191,Chicken Pizza,Italian,3,384.77
497,191,Idli,South Indian,3,138.21
498,191,Noodles,Chinese,2,224.31
499,192,Noodles,Chinese,1,170.97
500,192,Veg Burger,Fast Food,3,284.0
501,192,Veg Biryani,North Indian,1,128.19
502,192,Masala Dosa,South Indian,2,201.74
503,193,Veg Biryani,North Indian,3,176.28
504,193,Noodles,Chinese,2,205.36
505,193,Veg Biryani,North Indian,1,88.75
506,194,Paneer Pizza,Italian,1,221.39
507,194,Chicken Burger,Fast Food,2,330.1
508,194,Noodles,Chinese,3,190.54
509,194,Fried Rice,Chinese,3,311.71
510,195,Paneer Pizza,Italian,1,144.08
511,195,Fried Rice,Chinese,3,109.28
512,195,Chicken Pizza,Italian,1,360.9
513,195,Noodles,Chinese,2,167.92
514,196,Fried Rice,Chinese,1,449.88
515,196,Chicken Burger,Fast Food,3,341.02
516,197,Chicken Burger,Fast Food,3,435.24
517,198,Fried Rice,Chinese,2,172.2
518,198,Chicken Pizza,Italian,1,311.49
519,198,Veg Burger,Fast Food,2,358.63
520,198,Veg Biryani,North Indian,3,435.01
521,199,Veg Biryani,North Indian,2,168.45
522,200,Idli,South Indian,1,385.54
523,200,Fried Rice,Chinese,1,291.04
524,201,Paneer Pizza,Italian,3,272.43
525,202,Chicken Burger,Fast Food,2,111.99
526,202,Masala Dosa,South Indian,3,158.85
527,202,Ice Cream,Desserts,2,379.3
528,203,Veg Burger,Fast Food,3,354.16
529,203,Chicken Biryani,North Indian,1,429.44
530,203,Ice Cream,Desserts,3,238.3
531,204,Chicken Pizza,Italian,3,118.39
532,204,Idli,South Indian,1,442.2
533,205,Idli,South Indian,3,325.95
534,205,Chicken Burger,Fast Food,1,169.87
535,205,Masala Dosa,South Indian,1,144.83
536,206,Fried Rice,Chinese,2,125.2
537,206,Chicken Biryani,North Indian,1,213.25
538,206,Noodles,Chinese,1,274.76
539,207,Masala Dosa,South Indian,1,196.48
540,208,Chicken Burger,Fast Food,2,184.66
541,209,Brownie,Desserts,2,231.9
542,209,Noodles,Chinese,2,378.19
543,209,Chicken Burger,Fast Food,1,143.13
544,210,Chicken Burger,Fast Food,1,408.33
545,211,Chicken Biryani,North Indian,3,365.78
546,212,Ice Cream,Desserts,1,390.45
547,212,Noodles,Chinese,2,274.49
548,212,Chicken Burger,Fast Food,1,114.69
549,213,Veg Burger,Fast Food,1,150.79
550,213,Brownie,Desserts,2,172.49
551,213,Chicken Biryani,North Indian,3,370.61
552,213,Masala Dosa,South Indian,3,140.31
553,214,Chicken Burger,Fast Food,2,435.88
554,215,Paneer Pizza,Italian,3,169.66
555,216,Chicken Pizza,Italian,1,227.67
556,216,Masala Dosa,South Indian,2,98.15
557,216,Idli,South Indian,1,226.91
558,216,Fried Rice,Chinese,1,251.37
559,217,Idli,South Indian,3,365.44
560,217,Idli,South Indian,1,281.75
561,217,Fried Rice,Chinese,1,392.19
562,218,Veg Biryani,North Indian,2,327.71
563,218,Idli,South Indian,3,96.91
564,219,Veg Burger,Fast Food,3,382.68
565,220,Idli,South Indian,1,446.81
566,220,Ice Cream,Desserts,3,91.33
567,220,Noodles,Chinese,1,428.39
568,221,Chicken Burger,Fast Food,3,109.09
569,221,Veg Biryani,North Indian,3,143.9
570,222,Brownie,Desserts,2,353.05
571,223,Veg Biryani,North Indian,2,194.38
572,224,Noodles,Chinese,3,297.82
573,224,Paneer Pizza,Italian,2,288.17
574,224,Chicken Pizza,Italian,2,294.47
575,224,Veg Burger,Fast Food,1,424.02
576,225,Masala Dosa,South Indian,3,346.44
577,225,Fried Rice,Chinese,1,171.3
578,225,Chicken Biryani,North Indian,1,102.64
579,225,Chicken Burger,Fast Food,3,214.69
580,226,Chicken Pizza,Italian,3,96.2
581,227,Idli,South Indian,2,397.8
582,228,Idli,South Indian,1,223.22
583,229,Masala Dosa,South Indian,3,347.63
584,230,Masala Dosa,South Indian,2,374.59
585,230,Noodles,Chinese,3,417.32
586,230,Ice Cream,Desserts,1,424.52
587,231,Paneer Pizza,Italian,3,194.52
588,231,Noodles,Chinese,1,269.4
589,231,Noodles,Chinese,2,292.41
590,231,Fried Rice,Chinese,1,163.74
591,232,Veg Biryani,North Indian,2,100.63
592,232,Chicken Biryani,North Indian,2,132.61
593,232,Veg Biryani,North Indian,2,359.73
594,233,Chicken Burger,Fast Food,1,368.79
595,233,Masala Dosa,South Indian,1,320.55
596,234,Paneer Pizza,Italian,1,341.65
597,234,Fried Rice,Chinese,1,231.02
598,234,Ice Cream,Desserts,2,296.16
599,234,Veg Biryani,North Indian,1,256.52
600,235,Chicken Pizza,Italian,1,410.88
601,235,Veg Burger,Fast Food,1,242.39
602,236,Masala Dosa,South Indian,3,421.02
603,236,Chicken Pizza,Italian,2,129.64
604,236,Brownie,Desserts,3,373.69
605,236,Noodles,Chinese,3,159.72
606,237,Noodles,Chinese,2,348.86
607,237,Ice Cream,Desserts,1,378.47
608,237,Veg Biryani,North Indian,2,94.58
609,238,Brownie,Desserts,2,112.69
610,238,Paneer Pizza,Italian,2,197.52
611,238,Chicken Biryani,North Indian,2,397.07
612,239,Chicken Burger,Fast Food,3,238.5
613,239,Masala Dosa,South Indian,2,235.25
614,239,Chicken Burger,Fast Food,2,249.6
615,240,Chicken Burger,Fast Food,1,131.93
616,241,Veg Burger,Fast Food,1,273.25
617,241,Ice Cream,Desserts,1,336.26
618,241,Ice Cream,Desserts,3,364.17
619,241,Chicken Pizza,Italian,2,290.78
620,242,Ice Cream,Desserts,3,379.08
621,242,Masala Dosa,South Indian,1,213.77
622,242,Chicken Biryani,North Indian,1,207.72
623,242,Masala Dosa,South Indian,1,209.29
624,243,Chicken Pizza,Italian,2,402.55
625,243,Fried Rice,Chinese,3,269.91
626,244,Noodles,Chinese,1,390.98
627,244,Masala Dosa,South Indian,1,266.47
628,244,Ice Cream,Desserts,3,335.74
