payment_id,order_id,payment_method,payment_status
189,189,Cash,Success
190,190,Cash,Success
191,191,Cash,Success
192,192,Cash,Success
193,193,Cash,Success
194,194,Card,Success
195,195,Cash,Success
196,196,Card,Success
197,197,Cash,Success
198,198,UPI,Success
199,199,Cash,Success
200,200,Cash,Success
201,201,Wallet,Success
202,202,Wallet,Success
203,203,UPI,Success
204,204,UPI,Success
205,205,Card,Success
206,206,Card,Success
207,207,Wallet,Success
208,208,Card,Success
209,209,Card,Success
210,210,Card,Success
211,211,Wallet,Success
212,212,Card,Failed
213,213,Cash,Failed
214,214,Wallet,Success
215,215,Cash,Success
216,216,Card,Success
217,217,UPI,Success
218,218,UPI,Success
219,219,Cash,Success
220,220,Wallet,Failed
221,221,UPI,Success
222,222,UPI,Success
223,223,Wallet,Success
224,224,Card,Failed
225,225,Cash,Success
226,226,Cash,Success
227,227,Wallet,Success
228,228,UPI,Success
229,229,UPI,Success
230,230,Cash,Success
231,231,Card,Success
232,232,Wallet,Success
233,233,UPI,Success
234,234,Card,Success
235,235,Wallet,Success
236,236,Card,Success
237,237,Card,Success
238,238,Cash,Success
239,239,Wallet,Success
240,240,Cash,Success
241,241,Wallet,Success
242,242,Wallet,Success
243,243,Cash,Success
244,244,Wallet,Success
245,245,UPI,Success
246,246,UPI,Success
247,247,UPI,Success
248,248,Cash,Success
249,249,Cash,Success
250,250,UPI,Success
251,251,Cash,Success
252,252,UPI,Success
253,253,Wallet,Success
254,254,Cash,Success
255,255,UPI,Success
256,256,Cash,Success
257,257,Cash,Success
258,258,Cash,Success
259,259,Wallet,Success
260,260,Card,Success
261,261,Wallet,Success
262,262,Card,Success
263,263,Wallet,Success
264,264,Wallet,Success
265,265,Card,Success
266,266,Cash,Success
267,267,Wallet,Success
268,268,Card,Success
269,269,Card,Success
270,270,Cash,Success
271,271,UPI,Success
272,272,Cash,Success
273,273,UPI,Success
274,274,Cash,Success
275,275,Wallet,Success
276,276,Cash,Success
277,277,UPI,Failed
278,278,Wallet,Success
279,279,Card,Success
280,280,Wallet,Success
281,281,Cash,Success
282,282,UPI,Success
283,283,Wallet,Success
284,284,UPI,Failed
285,285,Card,Success
286,286,Cash,Success
287,287,Cash,Success
288,288,Cash,Success
289,289,Wallet,Success
290,290,Cash,Success
291,291,Card,Success
292,292,Cash,Success
293,293,UPI,Success
294,294,UPI,Success
295,295,Wallet,Success
296,296,Wallet,Success
297,297,UPI,Success
298,298,Wallet,Success
299,299,Wallet,Success
300,300,Wallet,Success
301,301,Wallet,Success
302,302,Cash,Success
303,303,Wallet,Success
304,304,UPI,Failed
305,305,Wallet,Success
306,306,UPI,Success
307,307,UPI,Success
308,308,Cash,Success
309,309,Cash,Success
310,310,Wallet,Success
311,311,Cash,Success
312,312,Wallet,Success
313,313,Cash,Success
314,314,Card,Success
315,315,Card,Success
316,316,Card,Success
317,317,UPI,Success
318,318,Wallet,Success
319,319,Cash,Success
320,320,Card,Success
321,321,Cash,Success
322,322,UPI,Success
323,323,Wallet,Success
324,324,UPI,Success
325,325,Cash,Success
326,326,Cash,Success
327,327,Cash,Success
328,328,Wallet,Success
329,329,Card,Success
330,330,Card,Success
331,331,Card,Success
332,332,Card,Success
333,333,Card,Success
334,334,Card,Failed
335,335,Wallet,Success
336,336,Cash,Success
337,337,Wallet,Success
338,338,Cash,Success
339,339,UPI,Success
340,340,UPI,Success
341,341,Card,Success
342,342,Card,Success
343,343,Cash,Success
344,344,Cash,Success
345,345,UPI,Success
346,346,UPI,Success
347,347,Wallet,Success
348,348,Wallet,Failed
349,349,Wallet,Success
350,350,Cash,Success
351,351,Wallet,Success
352,352,UPI,Success
353,353,Cash,Success
354,354,Cash,Success
355,355,Cash,Success
356,356,Cash,Success
357,357,Card,Success
358,358,UPI,Success
359,359,Wallet,Success
360,360,Card,Success
361,361,Cash,Success
362,362,Card,Success
363,363,Wallet,Success
364,364,UPI,Success
365,365,Card,Success
366,366,UPI,Success
367,367,UPI,Success
368,368,UPI,Success
369,369,Card,Success
370,370,Wallet,Success
371,371,Card,Success
372,372,Cash,Success
373,373,Cash,Success
374,374,Card,Success
375,375,Card,Success
376,376,Cash,Success
377,377,Cash,Success
378,378,UPI,Success
379,379,UPI,Success
380,380,Wallet,Success
381,381,UPI,Success
382,382,Cash,Success
383,383,Card,Success
384,384,UPI,Success
385,385,Card,Success
386,386,UPI,Success
387,387,Card,Success
388,388,Card,Success
389,389,Cash,Success
390,390,Card,Success
391,391,UPI,Success
392,392,Cash,Success
393,393,UPI,Success
394,394,Cash,Success
395,395,Wallet,Success
396,396,Cash,Success
397,397,Card,Success
398,398,Wallet,Success
399,399,UPI,Success
400,400,Wallet,Success
401,401,Card,Success
402,402,Cash,Success
403,403,Cash,Success
404,404,Cash,Success
405,405,Wallet,Success
406,406,Card,Success
407,407,Card,Success
408,408,Card,Success
409,409,Card,Success
410,410,Wallet,Success
411,411,Cash,Success
412,412,UPI,Success
413,413,Wallet,Success
414,414,Card,Success
415,415,Card,Success
416,416,Wallet,Success
417,417,UPI,Success
418,418,Card,Success
419,419,Wallet,Success
420,420,UPI,Success
421,421,Cash,Success
422,422,Cash,Success
423,423,Wallet,Success
424,424,Card,Success
425,425,UPI,Success
426,426,Wallet,Success
427,427,Cash,Failed
428,428,Wallet,Success
429,429,UPI,Success
430,430,UPI,Success
431,431,Wallet,Success
432,432,Cash,Success
433,433,Wallet,Success
434,434,Card,Success
435,435,Cash,Success
436,436,Cash,Failed
437,437,Card,Success
438,438,Cash,Success
439,439,UPI,Success
440,440,Wallet,Success
441,441,Cash,Success
442,442,Card,Success
443,443,Wallet,Success
444,444,Wallet,Success
445,445,Wallet,Success
446,446,UPI,Success
447,447,Wallet,Success
448,448,Wallet,Success
449,449,Wallet,Success
450,450,Wallet,Success
451,451,Wallet,Success
452,452,Card,Success
453,453,UPI,Success
454,454,Cash,Success
455,455,Card,Success
456,456,Card,Success
457,457,Wallet,Failed
458,458,Cash,Success
459,459,Wallet,Success
460,460,Card,Success
461,461,Card,Success
462,462,UPI,Success
463,463,Wallet,Success
464,464,UPI,Success
465,465,Cash,Success
466,466,UPI,Success
467,467,Cash,Success
468,468,Card,Success
469,469,Wallet,Success
470,470,Cash,Success
471,471,Cash,Success
472,472,Wallet,Success
473,473,UPI,Success
474,474,Cash,Success
475,475,Card,Success
476,476,Card,Success
477,477,Cash,Success
478,478,Cash,Success
479,479,UPI,Success
480,480,Wallet,Success
481,481,Cash,Success
482,482,UPI,Success
483,483,UPI,Success
484,484,Wallet,Failed
485,485,Cash,Success
486,486,Card,Success
487,487,Wallet,Success
488,488,UPI,Success
489,489,Cash,Success
490,490,Wallet,Success
491,491,Cash,Success
492,492,Card,Success
493,493,Wallet,Success
494,494,Wallet,Failed
495,495,Card,Success
496,496,Card,Success
497,497,Card,Success
498,498,Card,Failed
499,499,UPI,Success
500,500,Wallet,Success
501,501,Wallet,Success
502,502,Wallet,Success
503,503,Cash,Success
504,504,UPI,Success
505,505,UPI,Success
506,506,Cash,Success
507,507,Card,Success
508,508,Cash,Success
509,509,UPI,Success
510,510,Wallet,Success
511,511,UPI,Failed
512,512,Wallet,Success
513,513,Wallet,Success
514,514,Wallet,Success
515,515,Cash,Success
516,516,Wallet,Success
517,517,Wallet,Success
518,518,UPI,Success
519,519,Card,Success
520,520,Card,Success
521,521,Wallet,Success
522,522,Card,Success
523,523,Cash,Success
524,524,Cash,Success
525,525,Wallet,Success
526,526,Wallet,Success
527,527,Card,Success
528,528,Card,Success
529,529,Cash,Success
530,530,UPI,Success
531,531,Wallet,Success
532,532,Card,Success
533,533,UPI,Success
534,534,Wallet,Success
535,535,Wallet,Success
536,536,UPI,Success
537,537,Wallet,Success
538,538,Cash,Success
539,539,Cash,Success
540,540,UPI,Success
541,541,Cash,Success
542,542,Card,Success
543,543,UPI,Success
544,544,UPI,Success
545,545,UPI,Success
546,546,Wallet,Success
547,547,Cash,Success
548,548,Card,Success
549,549,Wallet,Success
550,550,Card,Success
551,551,UPI,Success
552,552,Wallet,Failed
553,553,Wallet,Success
554,554,Wallet,Success
555,555,Card,Success
556,556,UPI,Success
557,557,Wallet,Success
558,558,Wallet,Success
559,559,UPI,Failed
560,560,UPI,Success
561,561,Wallet,Success
562,562,UPI,Success
563,563,Card,Success
564,564,Cash,Success
565,565,Card,Success
566,566,Card,Success
567,567,Wallet,Success
568,568,UPI,Success
569,569,UPI,Success
570,570,Cash,Success
571,571,Card,Success
572,572,Wallet,Success
573,573,Card,Success
574,574,UPI,Success
575,575,Wallet,Success
576,576,UPI,Success
577,577,Card,Success
578,578,Card,Success
579,579,UPI,Success
580,580,Card,Success
581,581,Wallet,Success
582,582,UPI,Success
583,583,Cash,Success
584,584,Wallet,Success
585,585,Cash,Success
586,586,Cash,Success
587,587,Cash,Success
588,588,Wallet,Success
589,589,Wallet,Success
590,590,Wallet,Success
591,591,UPI,Success
592,592,Card,Success
593,593,Wallet,Success
594,594,Wallet,Success
595,595,Card,Success
596,596,Cash,Success
597,597,Wallet,Failed
598,598,UPI,Success
599,599,UPI,Success
600,600,Wallet,Success
601,601,Wallet,Success
602,602,Wallet,Success
603,603,Wallet,Success
604,604,UPI,Success
605,605,Card,Success
606,606,Wallet,Failed
607,607,UPI,Success
608,608,Wallet,Success
609,609,Wallet,Success
610,610,Cash,Success
611,611,Wallet,Success
612,612,Card,Success
613,613,Wallet,Success
614,614,Card,Success
615,615,Wallet,Success
616,616,Cash,Success
617,617,Cash,Success
618,618,Wallet,Success
619,619,Cash,Success
620,620,Card,Success
621,621,Cash,Success
622,622,Cash,Success
623,623,Cash,Success
624,624,Wallet,Success
625,625,UPI,Success
626,626,Card,Success
627,627,Cash,Success
628,628,Wallet,Success
629,629,UPI,Success
630,630,Cash,Success
631,631,Cash,Success
632,632,UPI,Success
633,633,UPI,Failed
634,634,Wallet,Success
635,635,Cash,Success
636,636,UPI,Success
637,637,Card,Success
638,638,Card,Success
639,639,UPI,Success
640,640,Card,Success
641,641,UPI,Success
642,642,Card,Success
643,643,Card,Success
644,644,UPI,Success
645,645,UPI,Success
646,646,Card,Success
647,647,Card,Success
648,648,Wallet,Success
649,649,Card,Success
650,650,Wallet,Success
651,651,Cash,Success
652,652,Wallet,Success
653,653,Cash,Success
654,654,UPI,Success
655,655,Card,Success
656,656,Card,Success
657,657,UPI,Success
658,658,Cash,Failed
659,659,Cash,Success
660,660,Card,Success
661,661,Card,Success
662,662,Card,Success
663,663,Cash,Success
664,664,Card,Success
665,665,Card,Success
666,666,Wallet,Success
667,667,UPI,Success
668,668,UPI,Success
669,669,Card,Success
670,670,Card,Success
671,671,UPI,Success
672,672,Card,Success
673,673,Card,Success
674,674,Card,Success
675,675,Wallet,Failed
676,676,Card,Success
677,677,Wallet,Success
678,678,Card,Success
679,679,Card,Success
680,680,Card,Success
681,681,Wallet,Success
682,682,Wallet,Success
683,683,Cash,Success
684,684,UPI,Success
685,685,Card,Success
686,686,UPI,Success
687,687,Cash,Success
688,688,UPI,Success
689,689,UPI,Success
690,690,Wallet,Success
691,691,Cash,Success
692,692,Card,Success
693,693,UPI,Success
694,694,UPI,Success
695,695,Card,Success
696,696,Cash,Success
697,697,UPI,Success
698,698,Cash,Success
699,699,Card,Success
700,700,Wallet,Success
701,701,Cash,Success
702,702,Cash,Success
703,703,Cash,Success
704,704,UPI,Failed
705,705,Cash,Success
706,706,Card,Success
707,707,Wallet,Success
708,708,Cash,Success
709,709,UPI,Success
710,710,Wallet,Success
711,711,UPI,Success
712,712,Cash,Success
713,713,UPI,Success
714,714,UPI,Success
715,715,Wallet,Success
716,716,Cash,Success
717,717,Card,Success
718,718,Cash,Success
719,719,Wallet,Success
720,720,Wallet,Success
721,721,Cash,Success
722,722,Cash,Success
723,723,UPI,Success
724,724,Card,Success
725,725,Cash,Success
726,726,Cash,Success
727,727,Card,Success
728,728,UPI,Success
729,729,Cash,Success
730,730,Card,Success
731,731,UPI,Failed
732,732,Card,Success
733,733,Card,Success
734,734,Cash,Success
735,735,UPI,Success
736,736,Card,Success
737,737,Wallet,Success
738,738,Card,Success
739,739,UPI,Success
740,740,Cash,Success
741,741,UPI,Success
742,742,UPI,Success
743,743,Wallet,Success
744,744,Card,Success
745,745,Card,Success
746,746,UPI,Success
747,747,UPI,Success
748,748,UPI,Success
749,749,Cash,Success
750,750,UPI,Success
751,751,Card,Success
752,752,UPI,Success
753,753,UPI,Success
754,754,UPI,Success
755,755,Wallet,Success
756,756,Cash,Success
757,757,Wallet,Success
758,758,UPI,Success
759,759,Cash,Success
760,760,Wallet,Success
761,761,Cash,Success
762,762,Card,Success
763,763,UPI,Success
764,764,Card,Success
765,765,UPI,Success
766,766,UPI,Success
767,767,Wallet,Success
768,768,Cash,Success
769,769,UPI,Success
770,770,UPI,Success
771,771,Card,Success
772,772,UPI,Success
773,773,Cash,Success
774,774,UPI,Success
775,775,Cash,Success
776,776,UPI,Success
777,777,Card,Success
778,778,UPI,Success
779,779,Cash,Success
780,780,Cash,Success
781,781,UPI,Success
782,782,Cash,Success
783,783,Wallet,Success
784,784,Cash,Success
785,785,Cash,Success
786,786,Card,Success
787,787,Wallet,Success
788,788,Card,Success
789,789,UPI,Success
790,790,Card,Success
791,791,UPI,Success
792,792,Wallet,Success
793,793,Cash,Success
794,794,Card,Success
795,795,Wallet,Success
796,796,Cash,Success
797,797,Wallet,Success
798,798,Card,Success
799,799,Card,Success
800,800,UPI,Success
801,801,Wallet,Success
802,802,Wallet,Success
803,803,Cash,Success
804,804,Cash,Success
805,805,Wallet,Success
806,806,UPI,Success
807,807,UPI,Success
808,808,UPI,Success
809,809,UPI,Success
810,810,UPI,Success
811,811,Wallet,Success
812,812,Card,Success
813,813,Card,Success
814,814,Cash,Success
815,815,UPI,Success
816,816,Card,Success
817,817,UPI,Success
818,818,Card,Success
819,819,Wallet,Success
820,820,Card,Success
821,821,Cash,Success
822,822,Wallet,Success
823,823,Wallet,Success
824,824,UPI,Success
825,825,Wallet,Success
826,826,UPI,Success
827,827,Card,Success
828,828,UPI,Success
829,829,Wallet,Success
830,830,Wallet,Failed
831,831,Wallet,Success
832,832,Card,Success
833,833,Card,Success
834,834,Card,Success
835,835,Wallet,Success
836,836,Cash,Success
837,837,Cash,Failed
838,838,Card,Success
839,839,Wallet,Success
840,840,UPI,Success
841,841,Wallet,Success
842,842,Card,Success
843,843,Cash,Success
844,844,UPI,Success
845,845,UPI,Success
846,846,Card,Success
847,847,Card,Success
848,848,UPI,Success
849,849,UPI,Success
850,850,Wallet,Success
851,851,Card,Success
852,852,UPI,Success
853,853,UPI,Success
854,854,UPI,Success
855,855,Wallet,Success
856,856,Card,Success
857,857,UPI,Success
858,858,UPI,Success
859,859,UPI,Success
860,860,Wallet,Success
861,861,UPI,Success
862,862,Cash,Success
863,863,Cash,Success
864,864,Cash,Success
865,865,UPI,Success
866,866,Wallet,Success
867,867,Card,Success
868,868,Cash,Success
869,869,Wallet,Success
870,870,Wallet,Failed
871,871,Wallet,Failed
872,872,UPI,Failed
873,873,Cash,Success
874,874,Cash,Success
875,875,Card,Success
876,876,Cash,Success
877,877,UPI,Failed
878,878,UPI,Success
879,879,UPI,Success
880,880,Card,Success
881,881,Card,Success
882,882,Card,Success
883,883,Card,Success
884,884,Wallet,Success
885,885,UPI,Success
886,886,Cash,Success
887,887,UPI,Success
888,888,Wallet,Success
889,889,Card,Success
890,890,Card,Success
891,891,Cash,Success
892,892,UPI,Success
893,893,UPI,Success
894,894,Wallet,Success
895,895,Wallet,Success
896,896,UPI,Success
897,897,UPI,Success
898,898,Wallet,Success
899,899,UPI,Success
900,900,Wallet,Success
901,901,Wallet,Success
902,902,Card,Success
903,903,Cash,Success
904,904,UPI,Success
905,905,UPI,Success
906,906,UPI,Success
907,907,UPI,Success
908,908,UPI,Success
909,909,UPI,Success
910,910,Card,Success
911,911,Cash,Success
912,912,Card,Success
913,913,UPI,Success
914,914,Card,Success
915,915,Card,Success
916,916,Card,Success
917,917,UPI,Success
918,918,Card,Success
919,919,Cash,Success
920,920,UPI,Success
921,921,Card,Success
922,922,Wallet,Success
923,923,Cash,Success
924,924,Cash,Failed
925,925,Cash,Failed
926,926,UPI,Success
927,927,UPI,Success
928,928,UPI,Success
929,929,UPI,Failed
930,930,Wallet,Success
931,931,Card,Success
932,932,Wallet,Success
933,933,Wallet,Success
934,934,Card,Success
935,935,UPI,Success
936,936,UPI,Success
937,937,Wallet,Success
938,938,Cash,Success
939,939,UPI,Success
940,940,Card,Success
941,941,Card,Success
942,942,Wallet,Success
943,943,UPI,Success
944,944,Card,Success
945,945,Cash,Success
946,946,UPI,Success
947,947,Card,Success
948,948,Wallet,Success
949,949,UPI,Success
950,950,Cash,Success
951,951,Cash,Success
952,952,UPI,Success
953,953,Cash,Failed
954,954,Wallet,Success
955,955,Wallet,Success
956,956,UPI,Success
957,957,Card,Success
958,958,Card,Success
959,959,UPI,Success
960,960,Cash,Success
961,961,Cash,Success
962,962,Card,Success
963,963,Cash,Success
964,964,UPI,Success
965,965,Wallet,Success
966,966,Cash,Success
967,967,Card,Success
968,968,UPI,Success
969,969,UPI,Success
970,970,UPI,Success
971,971,UPI,Failed
972,972,Wallet,Success
973,973,Cash,Success
974,974,UPI,Success
975,975,UPI,Success
976,976,Cash,Success
977,977,Card,Success
978,978,UPI,Success
979,979,Wallet,Success
980,980,Cash,Success
981,981,Card,Success
982,982,Wallet,Success
983,983,Card,Success
984,984,Wallet,Success
985,985,UPI,Success
986,986,Wallet,Success
987,987,Wallet,Failed
988,988,Cash,Success
989,989,UPI,Success
990,990,Cash,Success
991,991,UPI,Success
992,992,Wallet,Success
993,993,Cash,Success
994,994,UPI,Success
995,995,Card,Success
996,996,Cash,Success
997,997,Wallet,Success
998,998,Card,Success
999,999,UPI,Success
1000,1000,UPI,Success
1001,1001,Cash,Success
1002,1002,Cash,Success
1003,1003,Card,Success
1004,1004,Cash,Success
1005,1005,UPI,Success
1006,1006,Card,Success
1007,1007,Card,Success
1008,1008,Wallet,Success
1009,1009,UPI,Success
1010,1010,UPI,Success
1011,1011,UPI,Success
1012,1012,Card,Success
1013,1013,Cash,Success
1014,1014,Wallet,Success
1015,1015,Wallet,Success
1016,1016,Wallet,Success
1017,1017,Card,Success
1018,1018,Card,Success
1019,1019,Card,Success
1020,1020,UPI,Success
1021,1021,Wallet,Success
1022,1022,Wallet,Success
1023,1023,UPI,Success
1024,1024,Card,Success
1025,1025,UPI,Success
1026,1026,UPI,Success
1027,1027,Wallet,Success
1028,1028,Card,Success
1029,1029,Wallet,Success
1030,1030,Card,Success
1031,1031,Cash,Success
1032,1032,Cash,Success
1033,1033,Wallet,Success
1034,1034,Cash,Success
1035,1035,Cash,Success
1036,1036,UPI,Success
1037,1037,Cash,Success
1038,1038,Card,Success
1039,1039,Wallet,Success
1040,1040,Card,Success
1041,1041,Wallet,Success
1042,1042,Wallet,Success
1043,1043,Wallet,Success
1044,1044,Card,Failed
1045,1045,Wallet,Success
1046,1046,UPI,Success
1047,1047,UPI,Success
1048,1048,Card,Success
1049,1049,Wallet,Success
1050,1050,UPI,Success
1051,1051,UPI,Success
1052,1052,Card,Success
1053,1053,UPI,Success
1054,1054,Wallet,Success
1055,1055,Cash,Success
1056,1056,Card,Success
1057,1057,Card,Success
1058,1058,Wallet,Success
1059,1059,Cash,Success
1060,1060,Wallet,Failed
1061,1061,Cash,Success
1062,1062,Wallet,Success
1063,1063,UPI,Success
1064,1064,Card,Success
1065,1065,UPI,Success
1066,1066,Wallet,Success
1067,1067,Card,Success
1068,1068,Card,Success
1069,1069,UPI,Success
1070,1070,Wallet,Success
1071,1071,UPI,Failed
1072,1072,Card,Success
1073,1073,Cash,Success
1074,1074,Wallet,Success
1075,1075,Card,Success
1076,1076,Card,Success
1077,1077,Wallet,Success
1078,1078,Card,Success
1079,1079,Wallet,Success
1080,1080,Cash,Success
1081,1081,Cash,Success
1082,1082,Wallet,Failed
1083,1083,Card,Success
1084,1084,UPI,Success
1085,1085,Cash,Success
1086,1086,Cash,Success
1087,1087,Wallet,Success
1088,1088,Wallet,Success
1089,1089,Cash,Success
1090,1090,UPI,Success
1091,1091,Card,Success
1092,1092,Wallet,Success
1093,1093,Cash,Success
1094,1094,Wallet,Success
1095,1095,UPI,Success
1096,1096,UPI,Success
1097,1097,Card,Success
1098,1098,Wallet,Success
1099,1099,Wallet,Success
1100,1100,Card,Success
1101,1101,Cash,Success
1102,1102,Card,Success
1103,1103,UPI,Success
1104,1104,Wallet,Failed
1105,1105,Cash,Success
1106,1106,UPI,Success
1107,1107,Card,Failed
1108,1108,Wallet,Success
1109,1109,UPI,Success
1110,1110,Card,Success
1111,1111,UPI,Success
1112,1112,Cash,Success
1113,1113,Cash,Success
1114,1114,Cash,Success
1115,1115,Cash,Failed
1116,1116,Cash,Success
1117,1117,Cash,Failed
1118,1118,UPI,Success
1119,1119,UPI,Success
1120,1120,UPI,Success
1121,1121,UPI,Success
1122,1122,UPI,Success
1123,1123,Wallet,Success
1124,1124,Card,Success
1125,1125,Cash,Success
1126,1126,Card,Success
1127,1127,Card,Success
1128,1128,Cash,Success
1129,1129,Wallet,Success
1130,1130,Wallet,Success
1131,1131,Cash,Success
1132,1132,UPI,Success
1133,1133,UPI,Success
1134,1134,Wallet,Success
1135,1135,UPI,Success
1136,1136,Wallet,Success
1137,1137,Card,Success
1138,1138,Cash,Success
1139,1139,Card,Failed
1140,1140,Cash,Success
1141,1141,Wallet,Success
1142,1142,Cash,Success
1143,1143,Cash,Success
1144,1144,Cash,Success
1145,1145,Wallet,Success
1146,1146,Card,Success
1147,1147,Card,Failed
1148,1148,Card,Success
1149,1149,Wallet,Success
1150,1150,Cash,Success
1151,1151,Wallet,Success
1152,1152,Cash,Success
1153,1153,UPI,Success
1154,1154,Cash,Success
1155,1155,Card,Success
1156,1156,Cash,Success
1157,1157,Wallet,Success
1158,1158,Card,Success
1159,1159,Card,Success
1160,1160,Cash,Success
1161,1161,Cash,Success
1162,1162,Wallet,Failed
1163,1163,UPI,Success
1164,1164,Card,Success
1165,1165,Wallet,Success
1166,1166,Card,Success
1167,1167,UPI,Success
1168,1168,Wallet,Success
1169,1169,Card,Success
1170,1170,Card,Success
1171,1171,Card,Success
1172,1172,Cash,Success
1173,1173,Wallet,Success
1174,1174,Cash,Success
1175,1175,Card,Failed
1176,1176,Cash,Success
1177,1177,Cash,Success
1178,1178,Wallet,Success
1179,1179,Card,Success
1180,1180,Cash,Success
1181,1181,Wallet,Success
1182,1182,Cash,Success
1183,1183,Cash,Success
1184,1184,UPI,Success
1185,1185,Card,Success
1186,1186,Cash,Success
1187,1187,UPI,Success
1188,1188,Card,Success
1189,1189,Wallet,Success
1190,1190,UPI,Success
1191,1191,Wallet,Success
1192,1192,Wallet,Success
1193,1193,UPI,Success
1194,1194,Cash,Success
1195,1195,UPI,Success
1196,1196,Card,Success
1197,1197,Wallet,Success
1198,1198,UPI,Success
1199,1199,Wallet,Success
1200,1200,Card,Success
1201,1201,UPI,Success
1202,1202,UPI,Success
1203,1203,Wallet,Success
1204,1204,Card,Success
1205,1205,Cash,Success
1206,1206,UPI,Success
1207,1207,UPI,Success
1208,1208,UPI,Success
1209,1209,Card,Success
1210,1210,Card,Success
1211,1211,Wallet,Success
1212,1212,UPI,Success
1213,1213,Wallet,Failed
1214,1214,Card,Failed
1215,1215,Wallet,Success
1216,1216,Wallet,Success
1217,1217,Card,Success
1218,1218,UPI,Success
1219,1219,Wallet,Success
1220,1220,Wallet,Success
1221,1221,UPI,Success
1222,1222,Card,Failed
