order_id,customer_id,restaurant_id,partner_id,order_date,delivery_time_minutes,order_status,total_amount
245,911,150,64,2025-08-21 02:27:19,29,Delivered,645.5
246,585,103,146,2026-05-20 13:03:02,28,Delivered,1343.91
247,812,124,45,2026-01-16 06:46:53,46,Delivered,1287.83
248,591,25,153,2026-07-26 14:00:21,56,Delivered,1355.8
249,591,98,21,2025-01-17 13:30:00,64,Delivered,1421.99
250,357,112,107,2025-06-22 16:09:57,70,Delivered,1421.14
251,766,3,163,2025-07-12 19:34:26,64,Delivered,239.31
252,537,11,82,2026-06-27 05:39:15,49,Delivered,689.27
253,715,57,40,2025-12-06 02:03:57,18,Delivered,1795.66
254,995,115,193,2026-04-02 18:20:21,53,Delivered,298.64
255,443,75,202,2025-07-06 15:33:06,40,Delivered,704.68
256,488,147,191,2026-02-07 19:22:58,18,Delivered,583.22
257,409,129,112,2025-03-13 09:15:23,64,Delivered,1407.35
258,493,144,51,2025-12-10 14:37:44,46,Delivered,1092.7
259,575,135,64,2025-06-15 01:36:48,30,Delivered,1431.67
260,332,148,23,2024-11-22 08:13:25,22,Delivered,848.84
261,357,49,83,2026-03-01 04:45:12,37,Delivered,189.94
262,313,44,90,2024-08-03 00:11:07,54,Delivered,1474.61
263,639,38,113,2024-11-06 19:59:27,17,Preparing,535.26
264,702,96,40,2025-05-09 13:44:35,63,Delivered,291.59
265,758,14,63,2026-05-17 03:25:26,54,Preparing,1583.44
266,840,74,4,2025-09-02 07:40:32,36,Delivered,333.61
267,461,121,6,2026-02-22 20:47:43,36,Delivered,1037.71
268,209,140,134,2026-01-26 15:09:08,63,Delivered,946.99
269,748,37,178,2024-12-06 07:50:50,59,Delivered,771.4
270,928,135,12,2026-07-13 01:25:20,31,Delivered,618.62
271,809,70,14,2025-05-11 13:05:47,44,Delivered,163.75
272,398,70,170,2025-03-09 16:37:06,69,Preparing,744.36
273,111,5,75,2025-01-07 12:22:47,70,Cancelled,787.76
274,390,131,182,2024-09-21 02:50:15,21,Preparing,949.69
275,612,137,23,2025-09-10 11:39:51,26,Delivered,1745.21
276,575,6,11,2025-01-14 17:31:02,30,Preparing,653.13
277,502,101,191,2026-04-15 14:59:10,25,Delivered,1279.11
278,364,78,61,2026-04-21 23:31:07,47,Delivered,252.32
279,264,100,228,2024-12-10 08:07:45,67,Preparing,1707.83
280,972,72,58,2026-01-29 15:30:30,24,Delivered,798.2
281,141,23,187,2025-09-24 02:34:42,39,Delivered,1268.69
282,894,59,107,2026-04-17 10:41:19,30,Delivered,853.67
283,320,85,115,2026-04-24 03:30:19,49,Delivered,1226.58
284,595,139,176,2024-10-19 06:55:18,66,Delivered,377.88
285,706,135,233,2026-02-21 13:03:45,23,Delivered,1649.85
286,789,38,168,2024-11-09 22:21:19,51,Preparing,673.87
287,571,137,243,2024-12-23 23:16:53,61,Delivered,674.04
288,901,38,187,2026-05-09 16:00:31,16,Delivered,1602.22
289,424,106,78,2024-09-15 22:21:27,43,Delivered,1505.8
290,653,71,39,2024-11-04 03:50:36,64,Delivered,367.05
291,27,69,156,2024-12-31 13:10:19,51,Delivered,1134.0
292,237,7,92,2025-11-12 04:58:57,20,Delivered,936.39
293,515,121,183,2024-11-17 07:12:09,56,Delivered,1556.01
294,504,122,36,2026-06-11 13:00:38,25,Delivered,203.18
295,783,4,237,2026-05-13 10:00:58,32,Preparing,517.21
296,688,52,194,2025-12-12 03:57:16,28,Delivered,1679.72
297,450,126,177,2024-08-03 13:35:12,35,Cancelled,1614.52
298,438,104,199,2025-11-28 00:00:43,17,Delivered,1510.14
299,738,81,101,2025-03-22 20:42:16,54,Preparing,1093.69
300,550,135,165,2025-11-25 18:59:39,60,Delivered,1009.07
301,463,117,212,2024-10-08 23:47:29,17,Cancelled,555.44
302,551,102,189,2024-09-12 21:04:36,17,Delivered,1001.61
303,646,13,49,2025-05-18 00:13:46,33,Delivered,1609.26
304,793,74,119,2026-02-22 12:22:10,25,Delivered,1161.67
305,56,133,232,2024-08-04 08:47:52,24,Delivered,1216.07
306,93,129,29,2026-06-16 20:06:34,26,Delivered,1697.44
307,713,140,35,2024-10-06 20:28:11,40,Delivered,893.96
308,184,117,152,2025-09-05 15:23:48,60,Cancelled,1606.2
309,93,65,83,2025-02-04 03:58:06,59,Delivered,1323.93
310,168,32,24,2025-06-16 16:32:48,22,Delivered,1196.22
311,88,135,182,2025-02-17 20:50:13,39,Delivered,1759.07
312,627,41,97,2025-08-13 07:10:23,50,Delivered,1417.63
313,935,86,145,2024-11-30 10:57:12,70,Delivered,397.65
314,890,38,46,2025-01-03 11:33:38,64,Delivered,842.31
315,317,115,74,2026-02-06 09:31:35,55,Delivered,1632.59
316,984,52,1,2025-10-01 09:27:29,54,Delivered,170.14
317,510,128,140,2025-07-23 19:56:26,66,Delivered,1606.46
318,244,56,151,2025-04-23 00:55:28,57,Delivered,826.75
319,82,2,63,2024-08-16 21:07:12,50,Delivered,1187.25
320,840,54,13,2025-09-15 16:17:24,26,Delivered,1227.91
321,38,38,219,2024-12-04 06:27:05,17,Delivered,1532.72
322,306,85,236,2026-03-16 18:13:51,20,Delivered,837.98
323,183,42,173,2025-07-30 09:55:10,33,Delivered,1291.0
324,610,147,202,2025-06-07 21:06:16,50,Delivered,901.31
325,593,93,239,2025-09-04 22:26:46,17,Delivered,643.84
326,378,98,210,2026-01-28 13:25:38,19,Delivered,1541.46
327,67,75,121,2024-10-04 17:02:11,23,Delivered,1568.02
328,338,135,106,2025-12-27 16:57:25,48,Delivered,494.93
329,60,28,147,2025-07-18 06:29:39,61,Preparing,1022.76
330,90,124,186,2024-12-13 11:56:54,59,Delivered,1450.5
331,724,74,110,2026-04-01 06:49:59,53,Delivered,578.44
332,589,91,238,2024-12-16 09:22:10,23,Delivered,969.05
333,747,128,127,2026-06-27 23:58:35,66,Delivered,1155.52
334,726,75,50,2025-04-26 23:38:02,15,Delivered,917.06
335,816,31,189,2025-08-05 22:51:29,69,Delivered,1165.26
336,425,106,12,2025-07-24 15:59:11,36,Delivered,1479.97
337,218,3,164,2025-04-04 06:34:56,27,Delivered,569.79
338,70,79,77,2025-02-16 06:37:40,47,Delivered,1415.6
339,117,86,88,2026-03-01 03:22:58,40,Delivered,1166.39
340,30,45,50,2025-05-07 03:49:47,36,Delivered,1671.76
341,491,122,205,2025-10-08 14:44:07,17,Delivered,944.47
342,643,118,229,2025-11-28 15:20:45,70,Delivered,702.93
343,803,106,238,2025-02-20 09:14:02,62,Delivered,1009.77
344,579,81,143,2025-08-08 20:50:00,49,Delivered,1102.71
345,340,91,17,2024-11-11 10:32:08,24,Delivered,201.44
346,385,137,216,2025-05-19 08:54:47,25,Delivered,792.78
347,610,30,222,2024-11-26 06:22:01,65,Delivered,1313.69
348,323,9,70,2026-05-30 04:07:23,41,Delivered,1597.13
349,381,116,213,2025-10-15 17:48:59,34,Delivered,648.83
350,115,96,201,2024-08-23 10:58:56,17,Delivered,1657.03
351,455,130,7,2025-04-07 20:03:36,66,Delivered,975.09
352,195,88,237,2024-11-16 16:54:27,45,Delivered,1013.99
353,795,84,37,2025-11-21 13:16:50,64,Cancelled,1506.53
354,961,133,174,2024-10-07 03:36:39,23,Delivered,210.31
355,397,134,30,2025-08-29 21:55:02,15,Delivered,222.65
356,869,23,86,2026-04-24 09:19:15,44,Cancelled,320.12
357,785,80,6,2026-03-23 10:13:48,51,Delivered,1204.1
358,215,83,52,2026-05-24 01:37:43,27,Delivered,1028.26
359,792,113,172,2025-12-31 07:12:32,22,Delivered,409.87
360,118,4,246,2026-02-25 07:34:10,54,Delivered,318.92
361,556,90,141,2025-07-16 08:44:41,35,Delivered,1706.41
362,824,73,147,2025-05-22 02:13:01,30,Delivered,663.77
363,914,87,139,2026-06-27 20:14:41,43,Delivered,197.84
364,925,13,28,2025-12-21 21:31:48,39,Delivered,853.67
365,184,115,158,2025-10-02 05:06:07,37,Delivered,1498.78
366,731,137,21,2025-02-01 07:44:59,63,Delivered,1086.85
367,96,120,25,2026-02-15 17:26:25,44,Delivered,1213.29
368,785,120,121,2024-10-16 11:36:11,29,Preparing,387.14
369,918,67,234,2025-05-29 22:10:25,38,Delivered,1304.36
370,682,85,202,2024-09-08 07:18:57,70,Cancelled,897.92
371,31,17,122,2025-09-28 18:36:04,22,Delivered,911.05
372,175,73,197,2026-06-04 01:25:34,37,Delivered,360.2
373,106,104,210,2024-12-17 03:46:27,60,Delivered,687.69
374,666,19,203,2026-02-06 23:24:18,34,Delivered,811.35
375,424,62,159,2025-07-05 11:04:50,30,Delivered,1756.92
376,394,17,88,2024-10-30 23:49:13,28,Delivered,1125.1
377,804,112,146,2025-12-12 09:01:57,65,Delivered,1295.32
378,178,20,190,2025-07-28 04:04:42,60,Delivered,952.94
379,607,119,84,2024-12-12 09:59:47,50,Delivered,884.61
380,316,104,18,2024-09-16 05:55:57,53,Delivered,1493.21
381,790,98,84,2025-07-19 03:43:54,46,Delivered,251.45
382,223,36,228,2026-01-14 01:08:06,52,Preparing,1199.62
383,1,38,170,2025-01-12 02:41:38,24,Delivered,630.98
384,631,148,115,2024-12-30 02:30:03,27,Delivered,1597.75
385,307,146,204,2025-07-08 01:44:56,58,Delivered,1706.5
386,446,89,23,2026-04-01 12:12:53,52,Delivered,1777.6
387,414,33,219,2026-02-06 02:59:52,33,Delivered,1636.77
388,992,14,1,2026-02-14 18:05:11,60,Delivered,1764.85
389,113,73,222,2025-01-13 19:43:51,16,Delivered,1308.67
390,404,82,183,2026-07-18 03:35:43,39,Delivered,868.06
391,217,45,122,2025-10-10 12:17:10,23,Delivered,784.58
392,947,93,216,2025-12-20 02:59:40,41,Delivered,1795.8
393,687,33,35,2025-10-24 13:07:39,15,Delivered,175.92
394,739,125,169,2024-12-20 15:35:04,42,Preparing,374.03
395,141,107,221,2026-05-10 20:23:14,44,Cancelled,1297.39
396,953,109,160,2026-07-18 09:02:29,26,Delivered,849.81
397,840,116,99,2024-08-20 19:05:39,37,Delivered,850.87
398,8,148,128,2025-04-08 03:17:59,69,Delivered,1325.01
399,276,106,238,2024-12-17 06:19:24,49,Delivered,205.21
400,39,146,124,2024-12-10 01:58:36,60,Delivered,1107.44
401,985,21,37,2024-11-26 14:30:29,61,Delivered,1772.91
402,769,72,120,2025-10-19 23:01:30,48,Delivered,1618.36
403,91,63,121,2025-10-12 08:50:05,55,Delivered,1734.68
404,80,139,205,2026-07-05 14:28:23,52,Delivered,237.08
405,352,137,200,2025-11-18 14:24:01,15,Delivered,995.89
406,481,147,188,2025-01-11 08:36:40,36,Delivered,1734.96
407,818,76,75,2026-02-24 14:39:58,25,Delivered,1672.73
408,768,78,187,2025-06-14 00:38:57,65,Delivered,251.34
409,485,149,44,2026-06-13 18:58:17,51,Delivered,1784.1
410,829,7,74,2024-12-09 00:47:13,46,Delivered,984.23
411,872,72,65,2024-10-15 08:45:41,23,Delivered,604.11
412,264,4,190,2026-02-18 06:00:13,22,Delivered,1651.72
413,757,39,169,2025-06-25 19:14:53,43,Delivered,439.41
414,802,61,125,2026-04-10 23:28:38,26,Delivered,1572.32
415,352,22,248,2025-04-09 00:24:12,24,Delivered,1505.84
416,858,127,193,2025-12-21 13:30:00,41,Delivered,542.61
417,451,43,54,2026-05-23 06:46:09,51,Delivered,719.37
418,658,68,194,2025-10-26 14:00:40,67,Delivered,426.54
419,409,122,78,2024-09-25 14:23:30,45,Delivered,1391.51
420,546,60,98,2025-12-08 10:39:19,58,Delivered,933.07
421,149,136,223,2025-03-21 13:33:24,42,Delivered,1679.92
422,460,98,174,2025-01-28 13:57:23,35,Preparing,1276.75
423,43,25,235,2025-10-01 16:44:09,49,Delivered,1727.7
424,443,70,86,2025-09-29 18:33:09,32,Delivered,312.16
425,671,150,101,2024-11-17 19:30:44,44,Delivered,1386.0
426,752,50,134,2025-01-28 17:21:41,36,Delivered,1788.8
427,321,141,3,2026-06-25 13:20:52,58,Delivered,262.12
