review_id,order_id,customer_rating,feedback
645,645,5,Food was cold
646,646,2,Very tasty
647,647,3,Average experience
648,648,5,Late delivery
649,649,1,Fast delivery
650,650,5,Fast delivery
651,651,1,Packaging could improve
652,652,4,Excellent food
653,653,5,Very tasty
654,654,4,Highly recommended
655,655,1,Very tasty
656,656,2,Packaging could improve
657,657,3,Highly recommended
658,658,4,Highly recommended
659,659,5,Average experience
660,660,5,Excellent food
661,661,3,Highly recommended
662,662,2,Late delivery
663,663,4,Very tasty
664,664,2,Fast delivery
665,665,5,Fast delivery
666,666,1,Loved it
667,667,2,Late delivery
668,668,3,Packaging could improve
669,669,1,Packaging could improve
670,670,2,Very tasty
671,671,2,Very tasty
672,672,2,Average experience
673,673,2,Food was cold
674,674,4,Food was cold
675,675,1,Highly recommended
676,676,4,Will order again
677,677,3,Excellent food
678,678,2,Will order again
679,679,1,Fast delivery
680,680,3,Packaging could improve
681,681,5,Average experience
682,682,2,Loved it
683,683,5,Loved it
684,684,5,Very tasty
685,685,3,Fast delivery
686,686,4,Loved it
687,687,4,Average experience
688,688,2,Excellent food
689,689,3,Highly recommended
690,690,3,Average experience
691,691,1,Highly recommended
692,692,3,Excellent food
693,693,4,Loved it
694,694,5,Food was cold
695,695,1,Excellent food
696,696,4,Loved it
697,697,2,Fast delivery
698,698,1,Food was cold
699,699,2,Average experience
700,700,1,Late delivery
701,701,4,Excellent food
702,702,2,Average experience
703,703,2,Highly recommended
704,704,5,Highly recommended
705,705,5,Loved it
706,706,1,Fast delivery
707,707,3,Loved it
708,708,3,Will order again
709,709,2,Packaging could improve
710,710,4,Late delivery
711,711,4,Very tasty
712,712,5,Average experience
713,713,2,Excellent food
714,714,5,Average experience
715,715,2,Food was cold
716,716,1,Fast delivery
717,717,3,Will order again
718,718,1,Average experience
719,719,1,Will order again
720,720,4,Very tasty
721,721,4,Food was cold
722,722,4,Packaging could improve
723,723,4,Fast delivery
724,724,4,Food was cold
725,725,3,Fast delivery
726,726,1,Loved it
727,727,4,Late delivery
728,728,4,Average experience
729,729,5,Will order again
730,730,3,Food was cold
731,731,2,Packaging could improve
732,732,3,Late delivery
733,733,3,Very tasty
734,734,2,Late delivery
735,735,1,Food was cold
736,736,3,Packaging could improve
737,737,2,Average experience
738,738,5,Loved it
739,739,5,Highly recommended
740,740,4,Fast delivery
741,741,4,Food was cold
742,742,1,Average experience
743,743,5,Packaging could improve
744,744,5,Loved it
745,745,5,Very tasty
746,746,3,Will order again
747,747,3,Packaging could improve
748,748,1,Late delivery
749,749,4,Packaging could improve
750,750,3,Will order again
751,751,5,Fast delivery
752,752,1,Will order again
753,753,3,Food was cold
754,754,3,Very tasty
755,755,1,Fast delivery
756,756,2,Average experience
757,757,3,Will order again
758,758,1,Very tasty
759,759,5,Fast delivery
760,760,2,Average experience
761,761,2,Packaging could improve
762,762,2,Late delivery
763,763,2,Late delivery
764,764,3,Fast delivery
765,765,5,Food was cold
766,766,2,Highly recommended
767,767,4,Packaging could improve
768,768,5,Very tasty
769,769,4,Late delivery
770,770,2,Packaging could improve
771,771,2,Average experience
772,772,5,Loved it
773,773,1,Food was cold
774,774,3,Food was cold
775,775,2,Late delivery
776,776,3,Food was cold
777,777,3,Will order again
778,778,2,Average experience
779,779,1,Food was cold
780,780,5,Very tasty
781,781,3,Fast delivery
782,782,3,Average experience
783,783,3,Highly recommended
784,784,3,Food was cold
785,785,1,Loved it
786,786,4,Loved it
787,787,3,Excellent food
788,788,5,Fast delivery
789,789,2,Packaging could improve
790,790,2,Late delivery
791,791,1,Excellent food
792,792,2,Average experience
793,793,2,Will order again
794,794,4,Food was cold
795,795,3,Average experience
796,796,3,Fast delivery
797,797,5,Loved it
798,798,4,Will order again
799,799,3,Loved it
800,800,1,Highly recommended
801,801,1,Very tasty
802,802,1,Very tasty
803,803,5,Packaging could improve
804,804,3,Average experience
805,805,2,Very tasty
806,806,2,Late delivery
807,807,5,Packaging could improve
808,808,2,Loved it
809,809,4,Highly recommended
810,810,1,Food was cold
811,811,3,Fast delivery
812,812,5,Packaging could improve
813,813,2,Food was cold
814,814,3,Fast delivery
815,815,3,Fast delivery
816,816,1,Food was cold
817,817,4,Excellent food
818,818,3,Late delivery
819,819,1,Packaging could improve
820,820,5,Excellent food
821,821,1,Highly recommended
822,822,2,Highly recommended
823,823,5,Packaging could improve
824,824,3,Loved it
825,825,2,Fast delivery
826,826,3,Very tasty
827,827,4,Very tasty
828,828,2,Will order again
829,829,4,Highly recommended
830,830,4,Fast delivery
831,831,4,Packaging could improve
832,832,5,Highly recommended
833,833,4,Average experience
834,834,4,Highly recommended
835,835,3,Will order again
836,836,2,Will order again
837,837,3,Average experience
838,838,1,Fast delivery
839,839,4,Fast delivery
840,840,5,Average experience
841,841,4,Average experience
842,842,1,Very tasty
843,843,3,Excellent food
844,844,4,Food was cold
845,845,4,Will order again
846,846,4,Fast delivery
847,847,4,Highly recommended
848,848,1,Average experience
849,849,2,Very tasty
850,850,3,Excellent food
851,851,2,Excellent food
852,852,3,Highly recommended
853,853,1,Very tasty
854,854,3,Late delivery
855,855,4,Very tasty
856,856,5,Food was cold
857,857,2,Food was cold
858,858,3,Will order again
859,859,2,Packaging could improve
860,860,2,Highly recommended
861,861,3,Packaging could improve
862,862,5,Loved it
863,863,3,Highly recommended
864,864,1,Will order again
865,865,2,Packaging could improve
866,866,5,Highly recommended
867,867,4,Excellent food
868,868,4,Fast delivery
869,869,2,Very tasty
870,870,2,Packaging could improve
871,871,4,Will order again
872,872,4,Food was cold
873,873,2,Average experience
874,874,4,Average experience
875,875,4,Excellent food
876,876,2,Average experience
877,877,1,Fast delivery
878,878,5,Packaging could improve
879,879,5,Fast delivery
880,880,3,Excellent food
881,881,1,Packaging could improve
882,882,4,Will order again
883,883,1,Late delivery
884,884,5,Fast delivery
885,885,2,Late delivery
886,886,2,Excellent food
887,887,5,Late delivery
888,888,4,Excellent food
889,889,3,Loved it
890,890,1,Average experience
891,891,2,Highly recommended
892,892,4,Food was cold
893,893,4,Will order again
894,894,4,Average experience
895,895,5,Highly recommended
896,896,2,Loved it
897,897,1,Packaging could improve
898,898,1,Highly recommended
899,899,2,Late delivery
900,900,5,Late delivery
901,901,2,Average experience
902,902,3,Late delivery
903,903,4,Highly recommended
904,904,3,Loved it
905,905,3,Highly recommended
906,906,3,Average experience
907,907,2,Packaging could improve
908,908,1,Average experience
909,909,4,Packaging could improve
910,910,2,Fast delivery
911,911,1,Late delivery
912,912,1,Fast delivery
913,913,5,Excellent food
914,914,1,Excellent food
915,915,5,Highly recommended
916,916,2,Excellent food
917,917,1,Packaging could improve
918,918,4,Will order again
919,919,2,Loved it
920,920,4,Average experience
921,921,2,Food was cold
922,922,1,Loved it
923,923,5,Loved it
924,924,3,Late delivery
925,925,5,Average experience
926,926,5,Average experience
927,927,2,Packaging could improve
928,928,2,Packaging could improve
929,929,5,Fast delivery
930,930,2,Excellent food
931,931,1,Loved it
932,932,3,Food was cold
933,933,5,Packaging could improve
934,934,4,Highly recommended
935,935,1,Excellent food
936,936,5,Packaging could improve
937,937,4,Fast delivery
938,938,3,Will order again
939,939,2,Very tasty
940,940,1,Very tasty
941,941,4,Excellent food
942,942,1,Packaging could improve
943,943,2,Late delivery
944,944,3,Late delivery
945,945,1,Will order again
946,946,2,Loved it
947,947,1,Late delivery
948,948,3,Packaging could improve
949,949,4,Late delivery
950,950,4,Loved it
951,951,4,Average experience
952,952,2,Highly recommended
953,953,2,Will order again
954,954,5,Very tasty
955,955,4,Fast delivery
956,956,1,Excellent food
957,957,2,Loved it
958,958,5,Loved it
959,959,3,Fast delivery
960,960,3,Will order again
961,961,2,Food was cold
962,962,5,Loved it
963,963,1,Packaging could improve
964,964,2,Will order again
965,965,3,Food was cold
966,966,3,Excellent food
967,967,4,Late delivery
968,968,5,Fast delivery
969,969,5,Packaging could improve
970,970,5,Excellent food
971,971,4,Fast delivery
972,972,3,Very tasty
973,973,5,Highly recommended
974,974,5,Packaging could improve
975,975,4,Average experience
976,976,4,Average experience
977,977,4,Highly recommended
978,978,3,Packaging could improve
979,979,3,Very tasty
980,980,2,Excellent food
981,981,1,Will order again
982,982,3,Average experience
983,983,1,Packaging could improve
984,984,3,Packaging could improve
985,985,3,Loved it
986,986,4,Will order again
987,987,2,Late delivery
988,988,4,Packaging could improve
989,989,1,Very tasty
990,990,2,Highly recommended
991,991,4,Food was cold
992,992,4,Loved it
993,993,2,Average experience
994,994,2,Loved it
995,995,2,Food was cold
996,996,5,Food was cold
997,997,2,Highly recommended
998,998,3,Food was cold
999,999,3,Packaging could improve
1000,1000,3,Average experience
1001,1001,1,Late delivery
1002,1002,2,Excellent food
1003,1003,3,Packaging could improve
1004,1004,2,Excellent food
1005,1005,3,Late delivery
1006,1006,2,Excellent food
1007,1007,3,Late delivery
1008,1008,4,Food was cold
1009,1009,2,Fast delivery
1010,1010,1,Excellent food
1011,1011,2,Highly recommended
1012,1012,5,Fast delivery
1013,1013,2,Very tasty
1014,1014,3,Fast delivery
1015,1015,4,Excellent food
1016,1016,1,Excellent food
1017,1017,5,Very tasty
1018,1018,3,Highly recommended
1019,1019,5,Average experience
1020,1020,4,Very tasty
1021,1021,3,Excellent food
1022,1022,1,Packaging could improve
1023,1023,4,Packaging could improve
1024,1024,1,Packaging could improve
1025,1025,2,Average experience
1026,1026,1,Excellent food
1027,1027,2,Packaging could improve
1028,1028,1,Food was cold
1029,1029,2,Will order again
1030,1030,3,Excellent food
1031,1031,3,Very tasty
1032,1032,1,Late delivery
1033,1033,5,Very tasty
1034,1034,2,Late delivery
1035,1035,4,Will order again
1036,1036,3,Very tasty
1037,1037,2,Very tasty
1038,1038,5,Packaging could improve
1039,1039,2,Food was cold
1040,1040,3,Average experience
1041,1041,2,Will order again
1042,1042,5,Food was cold
1043,1043,1,Very tasty
1044,1044,4,Packaging could improve
1045,1045,2,Average experience
1046,1046,1,Average experience
1047,1047,2,Highly recommended
1048,1048,1,Loved it
1049,1049,4,Average experience
1050,1050,5,Food was cold
1051,1051,5,Food was cold
1052,1052,4,Excellent food
1053,1053,5,Late delivery
1054,1054,4,Food was cold
1055,1055,4,Excellent food
1056,1056,3,Fast delivery
1057,1057,4,Packaging could improve
1058,1058,3,Average experience
1059,1059,1,Will order again
1060,1060,5,Will order again
1061,1061,5,Loved it
1062,1062,3,Loved it
1063,1063,4,Fast delivery
1064,1064,4,Loved it
1065,1065,3,Fast delivery
1066,1066,3,Packaging could improve
1067,1067,1,Average experience
1068,1068,1,Late delivery
1069,1069,5,Packaging could improve
1070,1070,2,Excellent food
1071,1071,1,Fast delivery
1072,1072,4,Late delivery
1073,1073,1,Very tasty
1074,1074,4,Will order again
1075,1075,4,Food was cold
1076,1076,1,Excellent food
1077,1077,5,Very tasty
1078,1078,1,Average experience
1079,1079,1,Fast delivery
1080,1080,5,Fast delivery
1081,1081,3,Very tasty
1082,1082,3,Excellent food
1083,1083,2,Average experience
1084,1084,3,Will order again
1085,1085,5,Very tasty
1086,1086,4,Will order again
1087,1087,3,Highly recommended
1088,1088,5,Highly recommended
1089,1089,2,Loved it
1090,1090,4,Excellent food
1091,1091,3,Late delivery
1092,1092,1,Highly recommended
1093,1093,2,Very tasty
1094,1094,1,Excellent food
1095,1095,1,Fast delivery
1096,1096,5,Excellent food
1097,1097,4,Food was cold
1098,1098,1,Late delivery
1099,1099,5,Packaging could improve
1100,1100,3,Excellent food
1101,1101,1,Loved it
1102,1102,4,Late delivery
1103,1103,1,Will order again
1104,1104,5,Fast delivery
1105,1105,5,Fast delivery
1106,1106,3,Average experience
1107,1107,1,Loved it
1108,1108,2,Packaging could improve
1109,1109,5,Excellent food
1110,1110,5,Packaging could improve
1111,1111,1,Food was cold
1112,1112,3,Packaging could improve
1113,1113,1,Loved it
1114,1114,1,Fast delivery
1115,1115,5,Food was cold
1116,1116,4,Late delivery
1117,1117,4,Food was cold
1118,1118,2,Average experience
1119,1119,4,Packaging could improve
1120,1120,5,Food was cold
1121,1121,2,Loved it
1122,1122,5,Very tasty
1123,1123,1,Fast delivery
1124,1124,2,Very tasty
1125,1125,5,Highly recommended
1126,1126,1,Late delivery
1127,1127,3,Excellent food
